VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
178,85,Nathaniel Narang,26,T,false
179,86,Arin Chana,34,F,false
180,86,Yashasvi Shankar,57,F,false
181,86,Tanveer Pandit,62,T,false
182,87,Abhiram Chokshi,31,T,false
183,87,Krish Lalla,49,M,false
184,88,Meera Prakash,59,M,false
185,88,Jasmit Dhawan,5,F,false
186,89,Manthan Varma,32,M,false
187,89,Falak Nagar,75,F,false
188,89,Maya Mistry,74,T,false
189,90,Jyoti Narula,63,M,false
190,90,Omaja Morar,10,T,false
191,91,Charan Srinivasan,19,F,false
192,91,Lajita Divan,66,F,false
193,91,Azad Choudhary,31,T,false
194,92,David Devi,48,F,false
195,93,Irya Lalla,17,F,false
196,93,Rehaan Koshy,22,F,false
197,94,Bina Basak,44,T,false
198,94,Farhan Pal,49,T,false
199,95,Odika Narayanan,9,T,false
200,96,Ekani Mangal,27,F,false
201,96,Gaurav Kata,69,M,false
202,97,Quincy Mann,34,F,false
203,97,Aditya Misra,57,F,false
204,97,Gautami Mane,71,T,false
205,98,Ganga Gaba,20,M,false
206,99,Ekiya Kothari,51,T,false
207,99,Advika Rajagopal,38,M,false
208,100,Nidra Thakkar,43,F,false
209,100,Jacob Merchant,11,F,false
210,101,Michael Sha,53,T,false
211,102,Mason Gala,55,M,false
212,103,Gavin Uppal,39,T,false
213,103,Christopher Setty,61,M,false
214,103,Yochana Sagar,74,M,false
215,104,Azad Mangat,59,T,false
216,105,Ijaya Dani,16,M,false
217,106,Ubika Samra,17,T,false
218,106,Victor Kota,31,F,false
219,107,Chaitanya Ratti,34,F,false
220,107,Vivaan Zacharia,49,F,false
221,108,Vivaan Nagar,69,F,false
222,109,Champak Padmanabhan,17,M,false
223,110,Omaja Wagle,18,T,false
224,110,Lipika Kibe,50,T,false
225,110,Samar Narayanan,63,T,false
226,111,Ranveer Dalal,43,M,false
227,112,Wriddhish Nagy,12,F,false
228,113,Dhriti Sachdev,15,F,false
229,113,Timothy Dhingra,69,F,false
230,114,Aarini Suresh,34,M,false
231,115,Omkaar Dey,39,M,false
232,115,Qarin Bhargava,64,T,false
233,115,Falan Bava,6,M,false
234,116,Nisha Arora,48,F,false
235,117,Praneel Chhabra,73,T,false
236,118,Irya Loke,66,M,false
237,119,Fitan Tata,73,F,false
238,119,Garima Chandran,10,T,false
239,119,Victor Kakar,54,T,false
240,120,Avni Bali,30,F,false
241,120,Divya Babu,16,F,false
242,121,Chatresh Chaudhari,28,M,false
243,121,Vincent Borra,21,M,false
244,121,Mekhala Narain,5,T,false
245,122,Ishani Prashad,41,T,false
246,122,Quincy Rai,27,F,false
247,122,Chakrika Koshy,51,M,false
248,123,Hredhaan Chand,45,F,false
249,123,Darika Saxena,72,T,false
250,124,Ekta Rajan,55,T,false
251,124,Bishakha Sachdev,8,M,false
252,125,Dev Ganesh,8,F,false
253,125,Anya Sama,53,T,false
254,126,Krishna Modi,66,T,false
255,126,Meghana Natarajan,72,F,false
256,127,Qushi Deshpande,74,F,false
257,128,Avni Ramaswamy,44,T,false
258,128,Ishaan Iyengar,64,F,false
259,129,Raksha Manne,57,M,false
260,129,Nilima Tata,36,T,false
261,129,Chavvi Khurana,25,F,false
262,130,Saumya Srinivas,31,T,false
263,131,Garima Sani,58,M,false
264,131,Advaith Chaudhari,41,T,false
265,132,Ubika Tella,35,T,false
266,132,Hemani Bakshi,69,F,false
267,132,Henry Merchant,57,T,false
268,133,Tamanna Jhaveri,43,T,false
269,133,Ijaya Soni,38,M,false
270,133,Raksha Sethi,65,T,false
271,134,Nathaniel Narayanan,57,F,false
272,134,Turvi Kata,35,T,false
273,135,Jasmit Nanda,55,F,false
274,135,Tanvi Comar,35,T,false
275,135,Vrishti Wable,29,T,false
276,136,William Mody,59,T,false
277,136,Qadim Prakash,46,F,false
278,137,Bhavya Dey,37,F,false
279,138,Vedhika Deshpande,73,F,false
280,138,Leena Tiwari,15,F,false
281,139,Umang Yogi,9,T,false
282,140,Ishaan Loyal,13,M,false
283,140,Benjamin Sastry,40,M,false
284,141,Adya Pall,16,T,false
285,141,Reva Dalal,43,F,false
286,141,Shaurya Panchal,58,M,false
287,142,Samuel Bhargava,67,T,false
288,143,Bimala Loke,63,M,false
289,144,Faqid Chander,33,T,false
290,144,Yutika Mall,24,T,false
291,144,Suhani Sura,5,F,false
292,145,Dev Warrior,64,M,false
293,145,Tejas Sanghvi,56,M,false
294,146,Amol Dash,19,T,false
295,146,Ridhi Shan,66,T,false
296,146,Priya Jain,31,T,false
297,147,Dalaja Kaur,23,F,false
298,147,Gavin Chandran,24,M,false
299,147,Tanay Sood,71,T,false
300,148,Jai Sami,66,F,false
301,149,Gaurav Chaudry,42,F,false
302,149,Dhriti Pillai,42,T,false
303,149,Laksh Raja,23,T,false
304,150,Nitesh Sarraf,61,T,false
305,151,Frado Kothari,65,M,false
306,151,Avi Mitra,41,F,false
307,152,Wridesh Tata,50,M,false
308,152,Advik Patel,42,F,false
309,152,Kevin Ram,72,T,false
310,153,Adweta Kale,72,T,false
311,154,Michael Mall,19,M,false
312,154,Dayita Brar,7,F,false
313,154,Nachiket Yadav,60,M,false
314,155,Dalbir Konda,26,T,false
315,155,Radha D’Alia,5,T,false
316,156,Advay Gade,46,F,false
317,157,Amruta Dalal,26,M,false
318,157,Gautami Sanghvi,51,M,false
319,157,Devansh Lall,48,M,false
320,158,Nakul Kumer,68,F,false
321,158,Jack Kari,69,F,false
322,158,Chaitanya Arora,74,F,false
323,159,Praneel Banik,68,T,false
324,159,Udarsh Nagy,53,T,false
325,160,Barkha Mukhopadhyay,7,T,false
326,160,Gabriel Shan,65,T,false
327,161,Wakeeta Hayre,16,T,false
328,162,Gautami Agarwal,73,T,false
329,162,Damyanti Chawla,60,T,false
330,162,Wazir Saini,12,T,false
331,163,Caleb Kata,8,F,false
332,164,Bishakha Lal,35,F,false
333,164,Maya Narain,32,M,false
334,164,Sneha Magar,18,M,false
335,165,Jai Wason,54,M,false
336,165,Sarthak Seth,55,F,false
337,166,Daksha Baria,56,M,false
338,167,Ishani Randhawa,72,F,false
339,168,Nandini Pradhan,12,M,false
340,169,Chandresh Ganguly,51,F,false
341,169,Megha Taneja,41,F,false
342,170,Wishi Sabharwal,41,M,false
343,171,Varsha Sundaram,5,F,false
344,171,Yadavi Nagy,10,T,false
345,171,Anamika Gole,62,F,false
346,172,Urmi Wagle,62,F,false
347,172,Viraj Dutta,65,F,false
348,173,Oscar Goda,7,M,false
349,173,Eesha Parmer,64,M,false
350,173,Indira Dhar,28,F,false
351,174,Vritti Barad,51,T,false
352,174,Daksh Kaul,55,F,false
353,175,Saksham De,19,M,false
354,176,Elijah Prakash,13,F,false
355,176,Harrison Nayar,58,F,false
356,176,Ekantika Deshpande,19,F,false
357,177,Mahika Bali,58,F,false
358,178,Sanya Apte,10,T,false
359,178,Shaurya Krish,18,M,false
360,178,Inaya Kunda,20,M,false
361,179,Oni Ganesan,51,M,false
362,179,Waida Radhakrishnan,61,M,false
363,179,Keya Chaudhuri,6,T,false
364,180,Bahadurjit Menon,49,T,false
365,180,Eiravati Lal,56,M,false
366,180,Ethan Oommen,43,M,false
367,181,Raagini Gala,20,F,false
368,182,Garima Jha,14,F,false
369,182,Nimrat Zachariah,72,F,false
370,183,Atharv Jhaveri,28,T,false
371,184,Vrinda Lanka,15,M,false
372,184,Lila Goyal,74,T,false
373,184,Lakshmi Pingle,11,T,false
374,185,Frederick Padmanabhan,23,M,false
375,185,Utkarsh Bhat,37,M,false
376,186,Jai Sen,34,M,false
377,186,Oliver Kakar,39,T,false
378,187,Ekaja Bhavsar,53,F,false
379,187,Lipika Ranganathan,32,T,false
380,187,Anya Venkatesh,70,F,false
381,188,Mason Divan,6,T,false
382,189,Anya Rau,7,F,false
383,189,Neelima Barad,50,M,false
384,189,Garima Khanna,16,T,false
385,190,Saanvi Nagi,11,F,false
386,190,Omaja Chakraborty,60,F,false
387,191,Daksh Varma,18,F,false
388,192,Dalbir Krish,56,M,false
389,192,Tanmayi Bedi,57,M,false
390,193,Azaan Khurana,36,M,false
391,194,Hemangini Gade,30,M,false
392,195,Libni Bawa,8,T,false
393,195,Tanish Kant,19,M,false
394,196,Anvi Sampath,29,M,false
395,197,Devansh Nayar,30,F,false
396,198,Logan Bal,42,T,false
397,199,Hemal Kapadia,34,M,false
398,199,Jagrati Tripathi,31,F,false
399,200,Tristan Pant,7,T,false
400,200,Damyanti Salvi,9,M,false
401,201,Lakshmi Wagle,42,T,false
402,202,Nimrat Shankar,5,M,false
403,203,Dalbir Agrawal,75,M,false
404,203,Anusha Kadakia,52,M,false
405,204,Netra Sanghvi,25,M,false
406,204,Leela Agrawal,7,T,false
407,205,Rayaan Badami,52,M,false
408,206,Kai Chauhan,45,M,false
409,206,Yahvi Mohan,54,M,false
410,207,Udarsh Deep,6,M,false
411,207,Anthony Thaman,7,T,false
412,207,Jatin Peri,20,F,false
413,208,Sachi Rai,11,T,false
414,208,Zayyan Som,36,T,false
415,208,Samesh Andra,33,T,false
416,209,Ishita Rout,66,M,false
417,210,Ganga Keer,52,T,false
418,210,Agastya Chakraborty,12,T,false
419,210,Wakeeta Dixit,54,F,false
420,211,Tanmayi Minhas,43,T,false
421,211,Ucchal Bedi,73,T,false
422,211,Owen Baral,53,T,false
423,212,Amrita Chander,61,T,false
424,212,Hema Goswami,18,T,false
425,213,Vanya Sama,47,M,false
426,213,Isaiah Deo,5,F,false
427,214,Dev Lal,69,M,false
428,214,Advik Vohra,21,F,false
429,214,Hamsini Venkataraman,16,F,false
430,215,Naksh Tiwari,60,M,false
431,215,Warhi Gandhi,33,F,false
432,215,Vyanjana Nagi,19,F,false
433,216,Kritika Rau,63,F,false
434,216,Farhan Sharaf,23,F,false
435,216,Sara Chakrabarti,33,F,false
436,217,Andrew Chauhan,59,T,false
437,217,Nitara Banik,65,F,false
438,218,Tristan Agate,70,T,false
439,219,Raghav Dara,66,T,false
440,219,Tanveer Shankar,60,F,false
441,220,Chakradhar Dasgupta,15,M,false
442,221,Lila Nagy,59,M,false
443,222,Shaurya Mannan,47,F,false
444,222,Kevin Gokhale,23,M,false
445,223,Omisha Walla,39,M,false
446,223,Pahal Arya,52,T,false
447,223,Aryan Raj,36,T,false
448,224,Udarsh Ramachandran,5,T,false
449,224,Yasti Mani,59,T,false
450,224,Lakshmi Ram,73,T,false
451,225,Peter Borde,5,T,false
452,226,Ekantika Behl,61,T,false
453,227,Yashasvi Dutta,6,F,false
454,227,Netra Chanda,66,F,false
455,228,Wridesh Kohli,72,F,false
456,228,Ekani Raj,34,M,false
457,229,Aryan Varughese,18,M,false
458,230,Vidhi Bassi,58,T,false
459,230,Reyansh Nagi,69,M,false
460,231,Radhika Bora,72,F,false
461,231,Arjun Sharaf,43,M,false
462,231,Baljiwan Chahal,42,T,false
463,232,Lopa Dani,33,T,false
464,232,Dev Bath,40,M,false
465,233,Laban Raman,23,M,false
466,234,Naveen Gour,39,T,false
467,234,Zayyan Hari,74,M,false
468,234,Pratyush Bhagat,7,M,false
469,235,Zashil Chaudhari,59,T,false
470,236,Damini Dua,28,F,false
471,237,Turvi Sehgal,63,M,false
472,237,Dalaja Sur,75,F,false
473,238,Nidhi Kala,57,T,false
474,238,Abha Zacharia,48,F,false
475,239,Mekhala Patla,32,F,false
476,240,Madhav Sule,32,T,false
477,241,Vivaan Basak,57,T,false
478,241,Zarna Patel,69,M,false
479,242,Harshil Verma,6,M,false
480,243,Hemani Sur,62,F,false
481,243,Abeer Thaker,10,T,false
482,243,Ria Gandhi,12,T,false
483,244,Ganga Comar,63,M,false
484,244,Varenya Srinivas,74,M,false
485,245,Caleb Datta,73,T,false
486,245,Krish Vala,25,T,false
487,246,Nirja Dhar,31,M,false
488,246,Yasti Lalla,6,F,false
489,247,Kritika Rajan,74,M,false
490,247,Ikbal Babu,61,T,false
491,248,Yahvi Dalal,38,F,false
492,248,Vasatika De,58,T,false
493,248,Raagini Vig,35,M,false
494,249,Krish Kumar,16,M,false
495,250,Abhimanyu Virk,63,T,false
496,251,Nilima Pathak,48,F,false
497,252,Zehaan Mohanty,31,T,false
498,253,Radhika Chakrabarti,6,T,false
499,253,Adya Kapadia,47,M,false
500,254,Omkaar Banik,7,T,false
501,254,William Acharya,5,F,false
502,255,Megha Ravi,60,M,false
503,255,Zarna Aurora,26,M,false
504,256,Advika Gill,46,T,false
505,256,Yashawini Chhabra,66,M,false
506,257,Saanvi Purohit,18,M,false
507,257,Yagnesh Nori,33,F,false
508,257,Triveni Bala,54,F,false
509,258,Zaitra Wason,53,T,false
510,259,Mohini Oommen,13,M,false
511,259,Pranav Soni,28,F,false
512,260,Samuel Karnik,47,T,false
513,260,Zaid Parekh,66,M,false
514,261,Yasti Mammen,20,F,false
515,261,Tristan Dave,63,T,false
516,261,Pallavi Sridhar,49,F,false
517,262,Diya Anand,5,M,false
518,262,Shivansh Raghavan,37,M,false
519,262,Eshana Pathak,49,F,false
520,263,Panini Kade,44,M,false
521,263,Kashish Patla,43,T,false
522,264,Oviya Tata,15,M,false
523,265,Vamakshi Char,8,T,false
524,265,Gaurika Lad,61,F,false
525,266,Owen Mane,40,F,false
526,266,Ekta Uppal,54,T,false
527,267,Geetika Sama,13,M,false
528,267,Ekbal Buch,24,F,false
529,267,Hemal Kari,48,F,false
530,268,Qarin Bajaj,27,T,false
531,269,Nachiket Chad,5,F,false
532,270,Sai Deshmukh,69,F,false
533,270,Tanmayi Saran,56,T,false
534,270,Idika Subramaniam,12,T,false
535,271,Advaith Acharya,10,M,false
536,271,Hemangini Mangat,9,F,false
537,272,Ranbir Sabharwal,6,M,false
538,273,Nitara Guha,15,M,false
539,273,Qabil Deshpande,22,T,false
540,274,Quincy Chaudry,53,M,false
541,275,Ganga Buch,40,F,false
542,276,Saanvi Kota,19,T,false
543,277,Sathvik Solanki,23,M,false
544,277,Devika Naidu,46,T,false
545,278,Ekta Aurora,65,T,false
546,278,Anya Dar,72,T,false
547,278,Xavier Andra,61,F,false
548,279,Yuvraj Dugar,45,M,false
549,279,Gavin Nigam,15,F,false
550,280,Hredhaan Dass,22,T,false
551,280,Viraj Nadig,28,T,false
552,281,Krishna Parmar,31,F,false
553,281,Zashil Baral,71,F,false
554,281,Raksha Menon,45,M,false
555,282,Ekiya Sidhu,68,F,false
556,282,Naveen Biswas,16,M,false
557,283,Sudiksha Acharya,60,M,false
558,284,Caleb Dayal,57,T,false
559,284,Azad Jaggi,35,M,false
560,284,Vedika Handa,42,F,false
561,285,Fariq Sidhu,7,F,false
562,285,Jalsa Sagar,16,T,false
563,285,Dalbir Lata,47,F,false
564,286,Vihaan Wali,8,M,false
565,286,Ranveer Hans,36,M,false
566,287,Saanvi Pandey,41,T,false
567,287,Ekta Prabhu,73,T,false
568,288,Mekhala Acharya,68,F,false
569,289,Ishani Dugal,39,T,false
570,289,Alka Peri,46,T,false
571,289,Viraj Kunda,52,T,false
572,290,Ekta Subramanian,12,T,false
573,291,Farhan Bhalla,26,F,false
574,292,Chatura Mody,61,F,false
575,292,Eiravati Zacharia,37,T,false
576,292,Eta Thakkar,20,T,false
577,293,Adweta Chada,65,T,false
578,293,Yachana Saraf,63,F,false
579,293,Krishna Srivastava,27,F,false
580,294,Xavier Bora,6,T,false
581,294,Qushi Naik,56,F,false
582,294,Isaiah Sachdev,12,M,false
583,295,Riya Dhingra,36,F,false
584,296,Manbir Mani,60,F,false
585,296,Hemal Choudhry,41,M,false
586,296,Shivani Sinha,48,T,false
587,297,Vasudha Dhaliwal,60,T,false
588,297,Krisha Vyas,56,F,false
589,297,Aadhya Garde,36,F,false
590,298,Libni Kashyap,44,M,false
591,298,Yashoda Chaudhary,28,M,false
592,299,Dalaja Nath,52,F,false
593,300,Isha Mittal,56,F,false
594,300,Yachana Majumdar,11,F,false
595,300,Aarini Ram,59,F,false
596,301,Utkarsh Sahni,67,F,false
597,302,Saumya Deep,14,F,false
598,303,Krishna Sani,56,M,false
599,303,Nakul Nadkarni,41,F,false
600,303,Jagat Gour,5,F,false
601,304,Nisha Mitter,54,F,false
602,304,Anusha Doshi,56,M,false
603,304,Hredhaan Deep,15,T,false
604,305,Vyanjana Som,45,T,false
605,305,Nihal Hans,73,T,false
606,305,Bachittar Rege,55,M,false
607,306,Dhriti Ramesh,63,F,false
608,307,Brijesh Korpal,73,M,false
609,307,Balveer Ram,73,T,false
610,308,Pahal Menon,38,M,false
611,309,Siya Chana,51,T,false
612,309,Pranit Deshmukh,70,T,false
613,310,Shivani Patil,13,F,false
614,310,Leena Vaidya,75,T,false
615,310,Kritika Rai,73,M,false
616,311,Charan Saini,34,M,false
617,312,Teerth Soni,73,M,false
618,312,Nimrat Sathe,48,F,false
619,313,Chandran Goyal,25,F,false
620,313,Christopher Palla,71,F,false
621,313,Maanav Bali,58,T,false
622,314,Girik Mistry,69,F,false
623,315,Brinda Sinha,30,T,false
624,315,Jairaj Maharaj,16,F,false
625,315,Odika Vohra,36,F,false
626,316,Waida Gole,67,F,false
627,316,Bina Hari,47,T,false
628,316,Jagat Bajwa,13,T,false
629,317,Inaya Kala,56,T,false
630,318,Darika Mital,59,F,false
631,319,Hamsini Srinivas,45,F,false
632,319,Balendra Deshpande,29,M,false
633,319,Nachiket Sharma,16,T,false
634,320,Azaan Nori,31,T,false
635,321,Chasmum Kalita,33,M,false
636,321,Parth Choudhury,58,M,false
637,322,Xiti Dube,33,F,false
638,323,Balhaar Sharaf,29,T,false
639,323,Jack Agrawal,56,F,false
640,324,Ekani Iyer,49,F,false
641,325,Anika Dhaliwal,42,F,false
642,325,Yash Garg,71,F,false
643,326,Ayush Sinha,20,T,false
644,327,Udyati Deep,18,F,false
645,327,Upadhriti Chatterjee,40,F,false
646,327,Dayita Shroff,70,F,false
647,328,Triya Garde,60,T,false
648,328,Ijaya Datta,8,M,false
649,329,Chasmum Walia,16,F,false
650,329,Nandini Sachdev,50,T,false
651,330,Oscar Brahmbhatt,56,F,false
652,330,Ishwar Sheth,23,T,false
653,330,Gunbir Saxena,48,T,false
654,331,Sneha Wali,54,T,false
655,331,Madhavi Sekhon,38,T,false
656,331,Samesh Nadig,51,F,false
657,332,Wahab Sankaran,26,M,false
658,333,Lakshmi Saran,68,T,false
659,334,Leena Parsa,62,M,false
660,334,Mitesh Mani,72,F,false
661,335,Amol Dhawan,9,T,false
662,336,Suhani Upadhyay,56,M,false
663,337,Quincy Samra,16,F,false
664,338,Vasatika Buch,53,M,false
665,339,Gaurang Korpal,29,F,false
666,339,Faras Zacharia,37,T,false
667,340,Garima Sama,16,T,false
668,341,Jonathan Tiwari,28,T,false
669,342,Sanya Pingle,9,T,false
670,343,Bachittar Oza,7,F,false
671,343,Maanav Dube,43,M,false
672,344,Chatura Lalla,29,T,false
673,344,Charles Ganesh,51,F,false
674,344,Mohini Soni,75,F,false
675,345,Lavanya Mutti,17,M,false
676,345,Gunbir Wali,15,M,false
677,345,Rachana Mahajan,6,M,false
678,346,Ekansh Arora,53,F,false
679,347,Gabriel De,70,F,false
680,348,Sudiksha Malhotra,39,T,false
681,349,Vyanjana Iyer,63,T,false
682,350,Raagini Kamdar,23,T,false
683,350,Riya Lad,29,T,false
684,351,Anirudh Tank,51,T,false
685,351,Aadi Barad,13,T,false
686,351,Amaira Doshi,38,T,false
687,352,Gauri Mitter,17,M,false
688,353,Vidhi Chad,41,F,false
689,353,Ranveer Dey,52,T,false
690,353,Reyansh Bakshi,21,F,false
691,354,Amol Bansal,67,F,false
692,354,Daksh Nazareth,39,M,false
693,354,Nidra Dani,62,F,false
694,355,Chakradev Kibe,42,M,false
695,356,Devansh Cherian,23,F,false
696,356,Widisha Kannan,53,T,false
697,357,Ekanta Kala,68,F,false
698,358,Kala Gala,54,T,false
699,358,Yagnesh Baria,55,M,false
700,359,Jonathan Jhaveri,62,T,false
701,360,Owen Barad,40,M,false
702,361,Ucchal Joshi,24,M,false
703,361,Chatresh Hari,13,F,false
704,361,Manthan Som,53,M,false
705,362,Shaurya Saran,67,M,false
706,362,Gaurika Setty,11,F,false
707,362,Hemang Ben,51,M,false
708,363,Victor Choudhary,48,T,false
709,363,Vedant Chaudhari,25,T,false
710,363,Nitara Iyengar,22,M,false
711,364,Tarak Sha,43,M,false
712,364,Lila Prakash,74,T,false
713,365,Azad Bhasin,10,T,false
714,365,Laban Choudhry,67,M,false
715,365,Tara Sahota,68,F,false
716,366,Onkar Karpe,62,M,false
717,366,Nisha Vig,57,M,false
718,366,Tarak Solanki,6,T,false
719,367,Chaitanya Baria,27,F,false
720,367,Yamini Bandi,10,F,false
721,367,Meera Srinivas,28,M,false
722,368,Dalaja Edwin,16,T,false
723,369,Lekha Natarajan,32,M,false
724,369,Chaman Sandhu,27,F,false
725,370,Yutika Patla,62,T,false
726,370,Indrajit Rajagopal,33,T,false
727,371,William Zacharia,22,F,false
728,371,Vanya Kadakia,48,M,false
